Coin,Price,1h,24h,7d,24h Volume,Mkt Cap,Graph
ZilWall,$0.070386205136,?,?,?,?,?,https://www.coingecko.com/coins/19477/sparkline
PELE Network,$0.000110073502,?,?,?,?,?,https://www.coingecko.com/coins/19481/sparkline
Glouki,$0.000009807311,?,?,?,?,?,https://www.coingecko.com/coins/19482/sparkline
COBAN,$0.003585600888,?,?,?,?,?,https://www.coingecko.com/coins/19483/sparkline
Kalamint,$0.009351011487,0.4%,6.1%,-34.3%,$134.41,?,https://www.coingecko.com/coins/19484/sparkline
Shillit App,$0.000000565836,?,?,?,?,?,https://www.coingecko.com/coins/19486/sparkline
CeloStarter,$0.001050943386,1.1%,1.7%,-9.2%,$1.59,?,https://www.coingecko.com/coins/19492/sparkline
PAUL,$0.000408094476,0.2%,0.4%,-0.9%,$8.56,?,https://www.coingecko.com/coins/19494/sparkline
Wrapped BUSD,$1.01,-0.8%,-0.1%,0.8%,"$12,967.80",?,https://www.coingecko.com/coins/19498/sparkline
Crunchy DAO,$14.13,0.4%,3.8%,-36.7%,$0.243152,?,https://www.coingecko.com/coins/19503/sparkline
Wrapped USDT,$1.00,0.3%,0.2%,0.5%,"$76,989.54",?,https://www.coingecko.com/coins/19507/sparkline
ADAcash,$0.000000003562,-0.2%,-5.7%,5.4%,"$2,159.14",?,https://www.coingecko.com/coins/19509/sparkline
tzBTC,"$16,524.36",?,?,?,?,?,https://www.coingecko.com/coins/19512/sparkline
Nerdy Inu,$0.000114472903,?,?,?,?,?,https://www.coingecko.com/coins/19517/sparkline
Zam.io,$0.002551523005,-0.4%,0.1%,-16.8%,"$277,363",?,https://www.coingecko.com/coins/19522/sparkline
Nfans,$0.001401473415,0.1%,7.9%,-33.3%,$594.11,?,https://www.coingecko.com/coins/19523/sparkline
Kiba Inu,$0.000003821486,-0.8%,2.4%,-0.4%,"$44,489.91",?,https://www.coingecko.com/coins/19525/sparkline
ftm.guru,$838.48,0.7%,1.7%,-3.3%,$48.27,?,https://www.coingecko.com/coins/19526/sparkline
DotOracle,$0.008004969595,0.3%,1.9%,-14.9%,$166.91,?,https://www.coingecko.com/coins/19527/sparkline
Coinracer,$0.000812094768,?,?,?,?,?,https://www.coingecko.com/coins/19529/sparkline
BrandPad Finance,$0.004527164080,-0.4%,-1.4%,15.4%,$27.45,?,https://www.coingecko.com/coins/19532/sparkline
Eco DeFi,$0.264748,-0.1%,1.4%,-13.8%,"$48,429.77",?,https://www.coingecko.com/coins/19535/sparkline
NFT Champions,$0.010860075478,0.3%,1.7%,-9.5%,"$40,261.41",?,https://www.coingecko.com/coins/19536/sparkline
CoinMooner,$0.004901320393,-0.2%,0.1%,15.8%,$295.82,?,https://www.coingecko.com/coins/19537/sparkline
EvoCardano,$0.000036789563,?,?,?,?,?,https://www.coingecko.com/coins/19539/sparkline
Baby Floki Doge,$0.000000000051,?,?,?,?,?,https://www.coingecko.com/coins/19543/sparkline
Eiichiro Oda Inu,$0.000000000800,0.0%,-11.1%,-27.3%,$193.43,?,https://www.coingecko.com/coins/19546/sparkline
Undead Finance,$0.003249189967,?,?,?,?,?,https://www.coingecko.com/coins/19548/sparkline
Arabic,$0.004363812037,0.0%,-0.0%,-0.7%,"$759,673",?,https://www.coingecko.com/coins/19549/sparkline
Altbase,$0.000201670580,-0.5%,4.3%,7.8%,"$9,104.06",?,https://www.coingecko.com/coins/19550/sparkline
Mimir,$0.002235435019,0.1%,1.3%,7.5%,"$11,993.78",?,https://www.coingecko.com/coins/19551/sparkline
DefiPlaza,$0.034355427202,0.7%,2.1%,-3.4%,$147.27,?,https://www.coingecko.com/coins/19552/sparkline
Metti Inu,$0.000000000006,?,?,?,?,?,https://www.coingecko.com/coins/19561/sparkline
Mewtwo Inu,$0.000000001061,?,?,?,?,?,https://www.coingecko.com/coins/19562/sparkline
Doge Floki Coin,$0.000000000000,1.4%,5.6%,-31.4%,$903.81,?,https://www.coingecko.com/coins/19563/sparkline
LovePot,$0.000552298497,-0.1%,-0.5%,10.3%,$16.36,?,https://www.coingecko.com/coins/19567/sparkline
MetaDubai,$0.000002932462,,-1.4%,12.5%,$146.73,?,https://www.coingecko.com/coins/19568/sparkline
DRIVENx,$0.004474455176,-0.2%,-0.3%,15.8%,$65.46,?,https://www.coingecko.com/coins/19569/sparkline
Pizza Pug Coin,$0.000000756708,?,?,?,?,?,https://www.coingecko.com/coins/19574/sparkline
Bagus Wallet,$0.000057105157,?,?,?,?,?,https://www.coingecko.com/coins/19577/sparkline
TrustKeys Network,$0.066221104433,?,?,?,?,?,https://www.coingecko.com/coins/19578/sparkline
Pigeon Sol,$0.000000768847,?,?,?,?,?,https://www.coingecko.com/coins/19579/sparkline
Algebra,$0.003771716440,0.0%,3.1%,-2.0%,"$1,685.03",?,https://www.coingecko.com/coins/19580/sparkline
Infinity Game NFT,$0.000045379026,-0.2%,-0.4%,14.6%,$2.26,?,https://www.coingecko.com/coins/19583/sparkline
GameStation,$0.004279678983,,1.4%,-0.1%,$2.04,?,https://www.coingecko.com/coins/19584/sparkline
HELLMOON,$0.000000038883,?,?,?,?,?,https://www.coingecko.com/coins/19585/sparkline
Bali Social Integrated,$0.039506525933,-0.0%,38.7%,30.3%,$97.66,?,https://www.coingecko.com/coins/19589/sparkline
PolyGamma Finance,$0.044297988492,0.0%,0.8%,-0.8%,$9.45,?,https://www.coingecko.com/coins/19590/sparkline
Wanaka Farm WAIRERE,$0.000234183703,0.6%,0.7%,-2.5%,$247.12,?,https://www.coingecko.com/coins/19591/sparkline
Synthetic USD,$0.489033,0.0%,-2.0%,-13.5%,$71.30,?,https://www.coingecko.com/coins/19596/sparkline
GELD Finance,$0.102985,0.0%,-0.0%,-0.3%,"$71,999.18",?,https://www.coingecko.com/coins/19597/sparkline
Memeflate,$0.000000000000,-0.0%,-0.0%,0.2%,$0.476484,?,https://www.coingecko.com/coins/19598/sparkline
Cheetah,$0.000000196203,?,?,?,?,?,https://www.coingecko.com/coins/19600/sparkline
Shibboo Inu,$0.000000000000,?,?,?,?,?,https://www.coingecko.com/coins/19601/sparkline
Lean Management,$0.919046,9.3%,8.9%,-3.2%,"$3,418.39",?,https://www.coingecko.com/coins/19602/sparkline
Kripto Galaxy Battle,$0.008429601492,?,?,?,?,?,https://www.coingecko.com/coins/19604/sparkline
Perpetuum Coin,$0.002847292903,-0.1%,-2.5%,13.0%,$389.51,?,https://www.coingecko.com/coins/19605/sparkline
Bishu Finance,$0.000000019376,?,?,?,?,?,https://www.coingecko.com/coins/19606/sparkline
nSights,$0.000000004364,-0.2%,-0.8%,14.3%,$582.35,?,https://www.coingecko.com/coins/19607/sparkline
Space Link,$0.000000000036,?,?,?,?,?,https://www.coingecko.com/coins/19609/sparkline
Tsukiverse:Galactic Adventures,$0.000024119797,-0.2%,-1.1%,,$50.66,?,https://www.coingecko.com/coins/19611/sparkline
BabyDogeZilla,$0.000000000000,0.0%,0.0%,0.0%,$0.000000000000,?,https://www.coingecko.com/coins/19612/sparkline
Seadog Metaverse,$0.002856594633,?,?,?,?,?,https://www.coingecko.com/coins/19617/sparkline
Moongame,$0.000012972143,2.0%,22.0%,45.4%,"$64,959.26",?,https://www.coingecko.com/coins/19618/sparkline
Bamboo Coin,$0.000001204871,,-1.4%,-0.7%,$5.28,?,https://www.coingecko.com/coins/19620/sparkline
KEEPs Coin,$0.002000330427,-0.0%,24.2%,28.2%,"$73,866.62",?,https://www.coingecko.com/coins/19622/sparkline
Rocket Raccoon,$0.000000000197,?,?,?,?,?,https://www.coingecko.com/coins/19623/sparkline
BecoSwap,$0.001461313080,0.2%,0.3%,-1.0%,$405.92,?,https://www.coingecko.com/coins/19625/sparkline
Shiba Watch,$0.000000000109,0.0%,0.0%,0.0%,$0.000000000000,?,https://www.coingecko.com/coins/19626/sparkline
KUSD-T,$0.805215,0.2%,0.3%,-0.9%,"$27,371.84",?,https://www.coingecko.com/coins/19627/sparkline
Envoy,$0.002320383295,0.9%,-7.5%,-1.3%,"$6,602.43",?,https://www.coingecko.com/coins/19631/sparkline
Entropyfi,$0.001667006783,?,?,?,?,?,https://www.coingecko.com/coins/19633/sparkline
SmarterCoin,$0.000000090630,-0.2%,0.9%,0.7%,$469.57,?,https://www.coingecko.com/coins/19634/sparkline
Shambala,$0.000000000961,,-0.3%,-6.0%,$0.000961126167,?,https://www.coingecko.com/coins/19635/sparkline
Space SIP,$0.000440566666,0.5%,-3.3%,-26.6%,"$1,041.24",?,https://www.coingecko.com/coins/19637/sparkline
Chimeras,$0.016386788463,-0.2%,-1.2%,8.8%,$78.01,?,https://www.coingecko.com/coins/19638/sparkline
Luna-Pad,$0.001273496528,-0.2%,0.9%,9.4%,"$4,683.24",?,https://www.coingecko.com/coins/19640/sparkline
Swole Doge,$0.000006310345,0.4%,-4.4%,-26.1%,$76.24,?,https://www.coingecko.com/coins/19643/sparkline
NovaXMetal,$0.000000240991,?,?,?,?,?,https://www.coingecko.com/coins/19644/sparkline
NovaXCrystal,$0.000003933297,?,?,?,?,?,https://www.coingecko.com/coins/19645/sparkline
Floki One,$0.000000000008,?,?,?,?,?,https://www.coingecko.com/coins/19646/sparkline
Wolfecoin,$0.000025654204,?,?,?,?,?,https://www.coingecko.com/coins/19647/sparkline
Schrodinger,$0.000000311498,0.7%,-5.8%,-38.4%,"$2,463.07",?,https://www.coingecko.com/coins/19649/sparkline
NoGoal,$0.000007801977,?,?,?,?,?,https://www.coingecko.com/coins/19650/sparkline
Tractor Joe,$0.000040848253,?,?,?,?,?,https://www.coingecko.com/coins/19651/sparkline
Santa Coin,$0.000000002275,-0.2%,-2.8%,7.1%,"$1,543.85",?,https://www.coingecko.com/coins/19654/sparkline
GloryDoge,$0.000000000217,?,?,?,?,?,https://www.coingecko.com/coins/19655/sparkline
CryptoSnake,$0.000325146733,-0.0%,0.0%,-4.0%,$27.13,?,https://www.coingecko.com/coins/19660/sparkline
MetaCat,$0.000047452845,?,?,?,?,?,https://www.coingecko.com/coins/19661/sparkline
ENNO Cash,$0.219787,0.0%,0.2%,-6.8%,"$8,754.97",?,https://www.coingecko.com/coins/19662/sparkline
Moonka,$0.003951285839,?,?,?,?,?,https://www.coingecko.com/coins/19663/sparkline
HydroLink,$0.001889834373,?,?,?,?,?,https://www.coingecko.com/coins/19664/sparkline
IDM Coop,$0.000236030441,-0.2%,-1.1%,12.6%,$110.20,?,https://www.coingecko.com/coins/19665/sparkline
BLOCKS,$0.001781391198,-2.7%,-0.4%,-5.9%,"$80,093.41",?,https://www.coingecko.com/coins/19666/sparkline
Pension Plan,$0.000000931732,?,?,?,?,?,https://www.coingecko.com/coins/19670/sparkline
Godzilla,$0.000000000098,-0.2%,-1.2%,,$17.86,?,https://www.coingecko.com/coins/19672/sparkline
UnityVentures,$0.241752,0.1%,-0.2%,2.6%,$60.44,?,https://www.coingecko.com/coins/19673/sparkline
RoyalADA,$0.000000000096,?,?,?,?,?,https://www.coingecko.com/coins/19674/sparkline
Crazy Bunny Equity,$0.000000008803,?,?,?,?,?,https://www.coingecko.com/coins/19675/sparkline
Nest Egg,$0.000099101060,?,?,?,?,?,https://www.coingecko.com/coins/19676/sparkline
EnterButton,$2.13,-0.7%,-1.2%,-2.6%,"$303,924",?,https://www.coingecko.com/coins/19677/sparkline
YoHero,$0.001531433754,?,?,?,?,?,https://www.coingecko.com/coins/19680/sparkline
DXBPay,$0.000000003759,-0.3%,-0.7%,14.1%,"$16,644.29",?,https://www.coingecko.com/coins/19681/sparkline
Great Bounty Dealer,$0.002521229210,?,?,?,?,?,https://www.coingecko.com/coins/19686/sparkline
AlgoPad,$0.005891344528,?,?,?,?,?,https://www.coingecko.com/coins/19690/sparkline
GMCoin,$0.065418119840,-0.3%,1.1%,3.4%,"$119,766",?,https://www.coingecko.com/coins/19691/sparkline
PulseDoge,$0.002548936105,-0.1%,-0.5%,-7.5%,"$14,251.73",?,https://www.coingecko.com/coins/19695/sparkline
OneRare,$0.023366585206,0.0%,0.4%,13.6%,$197.28,?,https://www.coingecko.com/coins/19696/sparkline
Idle Cyber,$0.000402317619,-0.0%,-12.1%,-17.1%,"$1,482.70",?,https://www.coingecko.com/coins/19697/sparkline
SHIBGF,$0.000000000368,0.2%,0.5%,6.8%,$221.37,?,https://www.coingecko.com/coins/19699/sparkline
DecentSol,$0.000022079477,?,?,?,?,?,https://www.coingecko.com/coins/19700/sparkline
Exodia,$0.023465366516,?,?,?,?,?,https://www.coingecko.com/coins/19701/sparkline
First Inu,$0.000000000000,?,?,?,?,?,https://www.coingecko.com/coins/19705/sparkline
Energy8,$0.000000002359,,0.3%,-11.3%,$43.31,?,https://www.coingecko.com/coins/19707/sparkline
POLYX,$0.000119609269,,0.2%,13.4%,$13.83,?,https://www.coingecko.com/coins/19717/sparkline
Ninja Fantasy,$0.000828986812,-0.2%,-0.4%,-0.9%,$0.000149217626,?,https://www.coingecko.com/coins/19719/sparkline
Chihiro Inu,$0.000000000000,0.3%,-0.3%,-79.7%,$205.10,?,https://www.coingecko.com/coins/19721/sparkline
DogeKongZilla,$0.000000000036,?,?,?,?,?,https://www.coingecko.com/coins/19722/sparkline
Saint Inu,$0.000000083397,?,?,?,?,?,https://www.coingecko.com/coins/19724/sparkline
NovaXSolar,$0.000001131636,?,?,?,?,?,https://www.coingecko.com/coins/19729/sparkline
Sola Ninja,$0.056592000934,,1.2%,,$0.002822404478,?,https://www.coingecko.com/coins/19730/sparkline
Rugpull Prevention,$0.010596259947,?,?,?,?,?,https://www.coingecko.com/coins/19734/sparkline
Meta Cat,$0.000000017348,?,?,?,?,?,https://www.coingecko.com/coins/19735/sparkline
Mirai Labs,$0.000000044005,,-0.1%,,$21.95,?,https://www.coingecko.com/coins/19738/sparkline
STEMX,$0.013347351160,-0.1%,-0.7%,-2.1%,$111.19,?,https://www.coingecko.com/coins/19739/sparkline
JACY,$0.000000000044,0.1%,0.2%,-1.1%,$267.53,?,https://www.coingecko.com/coins/19740/sparkline
Spartacus,$1.00,0.3%,0.4%,0.0%,"$8,732.17",?,https://www.coingecko.com/coins/19744/sparkline
Cross-Chain BCH,$116.77,?,?,?,?,?,https://www.coingecko.com/coins/19747/sparkline
Pool,$0.000431847026,?,?,?,?,?,https://www.coingecko.com/coins/19748/sparkline
Boorio,$0.000000179104,?,?,?,?,?,https://www.coingecko.com/coins/19749/sparkline
PixelPotus,$0.000611786058,0.4%,2.1%,,$8.80,?,https://www.coingecko.com/coins/19750/sparkline
Corsac v2,$0.000000000022,?,?,?,?,?,https://www.coingecko.com/coins/19751/sparkline
Stabilize SET,$0.003211854991,?,?,?,?,?,https://www.coingecko.com/coins/19753/sparkline
Stabilize USD,$0.976055,?,?,?,?,?,https://www.coingecko.com/coins/19754/sparkline
BabyXape,$0.000001623226,?,?,?,?,?,https://www.coingecko.com/coins/19757/sparkline
TitsV2,$0.000000000168,?,?,?,?,?,https://www.coingecko.com/coins/19761/sparkline
Sakura Neko,$0.000000104899,?,?,?,?,?,https://www.coingecko.com/coins/19765/sparkline
Meta Floki,$0.000000238502,?,?,?,?,?,https://www.coingecko.com/coins/19766/sparkline
Nowlage Coin,$0.006720204301,?,?,?,?,?,https://www.coingecko.com/coins/19767/sparkline
Zoo Labs,$0.000000305586,?,?,?,?,?,https://www.coingecko.com/coins/19768/sparkline
Liquid Collectibles,$0.002670806144,-2.0%,0.6%,7.1%,"$5,860.82",?,https://www.coingecko.com/coins/19772/sparkline
JustFarm,$0.000978438143,?,?,?,?,?,https://www.coingecko.com/coins/19773/sparkline
UltraChad,$0.000000000008,-0.2%,-0.6%,,$3.47,?,https://www.coingecko.com/coins/19777/sparkline
Shib Army,$0.000000002917,-0.1%,-0.9%,5.8%,$82.43,?,https://www.coingecko.com/coins/19779/sparkline
ZeLoop Eco Reward,$0.000004950729,-0.0%,-0.0%,0.0%,"$21,955.72",?,https://www.coingecko.com/coins/19781/sparkline
DaddyBezos,$0.000000000000,?,?,?,?,?,https://www.coingecko.com/coins/19782/sparkline
Gaming Doge,$0.000000000011,-0.2%,-0.5%,16.1%,$655.72,?,https://www.coingecko.com/coins/19783/sparkline
Afrostar,$0.000000002825,-0.2%,-0.9%,14.6%,$612.97,?,https://www.coingecko.com/coins/19784/sparkline
BuffedShiba,$0.000000001041,-0.2%,45.6%,43.8%,$31.23,?,https://www.coingecko.com/coins/19786/sparkline
Avaterra,$0.638873,?,?,?,?,?,https://www.coingecko.com/coins/19788/sparkline
SHKOOBY INU,$0.000000000577,,0.4%,-5.4%,$37.33,?,https://www.coingecko.com/coins/19790/sparkline
GooseFX,$0.009534118096,0.1%,8.3%,1.9%,$253.73,?,https://www.coingecko.com/coins/19793/sparkline
Treat,$0.142703,0.3%,1.6%,2.7%,$7.18,?,https://www.coingecko.com/coins/19794/sparkline
Hellsing Inu,$0.000000000000,0.2%,0.1%,3.6%,$168.15,?,https://www.coingecko.com/coins/19795/sparkline
Luminos Mining Protocol,$0.000038672590,?,?,?,?,?,https://www.coingecko.com/coins/19809/sparkline
Oje,$0.000000799504,?,?,?,?,?,https://www.coingecko.com/coins/19811/sparkline
Crypto Classic,$0.007612257440,0.0%,-24.0%,-28.9%,$0.097210077765,?,https://www.coingecko.com/coins/19813/sparkline
BIDEN,$0.000059526634,?,?,?,?,?,https://www.coingecko.com/coins/19816/sparkline
ITSMYNE,$0.004053393003,?,?,?,?,?,https://www.coingecko.com/coins/19817/sparkline
Shibu Life,$0.000000006839,?,?,?,?,?,https://www.coingecko.com/coins/19818/sparkline
Secured Ship,$0.000000000018,?,?,?,?,?,https://www.coingecko.com/coins/19823/sparkline
Bunscake,$0.000000960170,0.0%,-0.0%,0.0%,$29.60,?,https://www.coingecko.com/coins/19826/sparkline
Flash Loans,$0.000536954249,-0.1%,-0.5%,6.4%,$53.70,?,https://www.coingecko.com/coins/19827/sparkline
ShibaLite,$0.000000001070,0.1%,2.2%,10.2%,"$30,423.29",?,https://www.coingecko.com/coins/19830/sparkline
Rune Shards,$0.001108232374,-0.1%,-0.8%,-0.5%,$110.32,?,https://www.coingecko.com/coins/19831/sparkline
Coin of Nature,$0.000000000100,-0.1%,-2.2%,10.5%,$13.75,?,https://www.coingecko.com/coins/19834/sparkline
MAGA Coin BSC,$0.000600297211,?,?,?,?,?,https://www.coingecko.com/coins/19835/sparkline
Mines of Dalarnia,$0.138653,1.2%,2.4%,6.2%,"$10,725,250",?,https://www.coingecko.com/coins/19837/sparkline
SparkLab,$0.000012002151,-0.0%,9.0%,9.1%,"$58,145.34",?,https://www.coingecko.com/coins/19839/sparkline
HanaGold,$0.124817,?,?,?,?,?,https://www.coingecko.com/coins/19846/sparkline
SleepEarn Finance,$0.041430640203,0.2%,0.3%,-0.9%,$55.44,?,https://www.coingecko.com/coins/19847/sparkline
Balisari,$0.000035087273,?,?,?,?,?,https://www.coingecko.com/coins/19852/sparkline
Oobit,$0.100588,0.2%,0.4%,-1.1%,"$243,958",?,https://www.coingecko.com/coins/19855/sparkline
GinSpirit,$0.000661115083,1.1%,5.9%,-20.5%,$351.13,?,https://www.coingecko.com/coins/19859/sparkline
LilFlokiCeo,$0.000000011101,?,?,?,?,?,https://www.coingecko.com/coins/19860/sparkline
AutoMaticUp,$0.000000000040,?,?,?,?,?,https://www.coingecko.com/coins/19866/sparkline
BIG ETH,$0.000000213209,?,?,?,?,?,https://www.coingecko.com/coins/19868/sparkline
LevelUp Gaming,$0.000272690102,?,?,?,?,?,https://www.coingecko.com/coins/19871/sparkline
GEMIT.app,$0.002225022777,?,?,?,?,?,https://www.coingecko.com/coins/19874/sparkline
Cosmostarter,$0.004371063878,?,?,?,?,?,https://www.coingecko.com/coins/19875/sparkline
Spinada Cash,$0.006239281782,?,?,?,?,?,https://www.coingecko.com/coins/19881/sparkline
Gilgamesh ETH,$0.000000000000,?,?,?,?,?,https://www.coingecko.com/coins/19882/sparkline
RivrDoge,$0.000002764164,?,?,?,?,?,https://www.coingecko.com/coins/19885/sparkline
Miyazaki Inu,$0.000000000152,0.1%,0.4%,-0.9%,"$27,426.54",?,https://www.coingecko.com/coins/19889/sparkline
Shibamon,$0.000000033005,-0.0%,27.0%,73.6%,$54.25,?,https://www.coingecko.com/coins/19891/sparkline
Lizard,$0.000001097485,?,?,?,?,?,https://www.coingecko.com/coins/19892/sparkline
Game Coin,$0.000301115879,-0.2%,-1.4%,1.8%,"$68,223.10",?,https://www.coingecko.com/coins/19893/sparkline
Olympic Doge,$0.000000000095,-0.2%,-0.5%,,$9.38,?,https://www.coingecko.com/coins/19894/sparkline
NELO Metaverse,$0.000086223015,-0.2%,-1.7%,7.1%,$883.46,?,https://www.coingecko.com/coins/19895/sparkline
Evergreen,$0.000000000001,?,?,?,?,?,https://www.coingecko.com/coins/19899/sparkline
Urubit,$0.002839857808,?,?,?,?,?,https://www.coingecko.com/coins/19902/sparkline
Ginza Network,$0.005336409550,-0.0%,-0.3%,-2.8%,$188.97,?,https://www.coingecko.com/coins/19906/sparkline
SolaLambo,$0.000258623348,1.2%,0.3%,,$0.494186,?,https://www.coingecko.com/coins/19908/sparkline
Punch,$0.000000033854,?,?,?,?,?,https://www.coingecko.com/coins/19911/sparkline
XEUS,$0.135553,?,?,?,?,?,https://www.coingecko.com/coins/19917/sparkline
MemeWars,$0.000246348386,-0.2%,-1.0%,14.7%,$10.50,?,https://www.coingecko.com/coins/19919/sparkline
FootBallGo,$0.000006433295,?,?,?,?,?,https://www.coingecko.com/coins/19923/sparkline
X Protocol,$0.012347039561,0.7%,2.6%,1.5%,"$6,537.11",?,https://www.coingecko.com/coins/19924/sparkline
Galactic Arena: The NFTverse,$0.000130074695,0.8%,-2.2%,-0.0%,"$24,576.33",?,https://www.coingecko.com/coins/19925/sparkline
Kollector,$0.008271544985,0.2%,0.5%,-0.1%,"$8,042.27",?,https://www.coingecko.com/coins/19926/sparkline
NFTStyle,$0.000000000173,-0.1%,-1.9%,13.4%,$171.42,?,https://www.coingecko.com/coins/19928/sparkline
Oly Sport,$0.003054776032,,-6.0%,4.2%,$917.35,?,https://www.coingecko.com/coins/19930/sparkline
Meta Spatial,$0.005101294363,-0.0%,3.2%,-4.8%,$20.01,?,https://www.coingecko.com/coins/19933/sparkline
PixelVerse,$0.000278404327,0.1%,-3.2%,-4.8%,"$6,108.56",?,https://www.coingecko.com/coins/19934/sparkline
Otium Technologies,$0.000191898892,?,?,?,?,?,https://www.coingecko.com/coins/19935/sparkline
Gennix,$0.004289671632,?,?,?,?,?,https://www.coingecko.com/coins/19938/sparkline
Cabana,$0.001224730725,-0.0%,1.0%,-12.3%,$1.03,?,https://www.coingecko.com/coins/19939/sparkline
MegaShibaZilla,$0.000000000000,-0.2%,-1.3%,17.6%,$29.25,?,https://www.coingecko.com/coins/19941/sparkline
Tokenoid,$0.007127075039,-0.2%,-0.2%,15.5%,$10.48,?,https://www.coingecko.com/coins/19945/sparkline
Bork,$0.000005075077,?,?,?,?,?,https://www.coingecko.com/coins/19951/sparkline
Wrapped XRP,$0.377048,-0.2%,-6.5%,-3.0%,"$11,294.53",?,https://www.coingecko.com/coins/19952/sparkline
Omicron,$1.32,?,?,?,?,?,https://www.coingecko.com/coins/19954/sparkline
Safety,$0.000137339636,?,?,?,?,?,https://www.coingecko.com/coins/19955/sparkline
Idoscan,$0.015508060836,?,?,?,?,?,https://www.coingecko.com/coins/19956/sparkline
Gorgeous,$0.004553085354,?,?,?,?,?,https://www.coingecko.com/coins/19957/sparkline
Premio,$0.000982796721,1.4%,27.0%,32.9%,$4.43,?,https://www.coingecko.com/coins/19958/sparkline
Pirate Inu,$0.000000000002,?,?,?,?,?,https://www.coingecko.com/coins/19959/sparkline
Meta Shiba,$0.000000000100,0.1%,0.4%,-0.9%,"$16,333.77",?,https://www.coingecko.com/coins/19962/sparkline
Windoge95,$0.000053255662,?,?,?,?,?,https://www.coingecko.com/coins/19965/sparkline
Doge Yellow Coin,$0.000000844838,?,?,?,?,?,https://www.coingecko.com/coins/19966/sparkline
WipeMyAss,$0.000002781991,?,?,?,?,?,https://www.coingecko.com/coins/19967/sparkline
Himalayan Cat Coin,$0.000000974319,,-1.8%,61.1%,$0.107617,?,https://www.coingecko.com/coins/19970/sparkline
DeFi Launch,$0.021647783622,?,?,?,?,?,https://www.coingecko.com/coins/19971/sparkline
Hero Essence,$0.000517041878,?,?,?,?,?,https://www.coingecko.com/coins/19972/sparkline
Unicorn Cake,$0.000000064224,?,?,?,?,?,https://www.coingecko.com/coins/19973/sparkline
